bundleID,bundleStatus,title,details,quantity,rrp,discountedPrice,sellerID,purchaserID,expiryDate,pickupWindow
207,onsale,Groceries Bundle,"A delicious selection of fresh fruit, vegetables, bakery produce, and meat.",3,16,4,27,NULL,2025-12-16,18:00-19:00
208,offsale,Groceries Bundle,"A delicious selection of fresh fruit, vegetables, bakery produce, and meat.",0,18,6,28,NULL,2025-12-16,18:00-19:00
209,onsale,Groceries Bundle,"A delicious selection of fresh fruit, vegetables, bakery produce, and meat.",2,12,4,29,NULL,2025-12-16,18:00-19:00
210,offsale,Groceries Bundle,"A delicious selection of fresh fruit, vegetables, bakery produce, and meat.",0,12,4,30,NULL,2025-12-16,18:00-19:00
211,onsale,Cake Bundle,Slices of delicious cake that are too delicious to waste.,3,16,4,1,NULL,2025-12-16,15:00-16:00
212,offsale,Wrap Bundle,Collect three freshly made wraps made for you by Comida.,0,36,9,2,NULL,2025-12-16,15:00-16:00
213,onsale,Cake Bundle,Slices of delicious cake that are too delicious to waste.,2,16,4,3,NULL,2025-12-16,15:00-16:00
214,offsale,Cake Bundle,Slices of delicious cake that are too delicious to waste.,0,16,4,4,NULL,2025-12-16,15:00-16:00
215,onsale,Cake Bundle,Slices of delicious cake that are too delicious to waste.,3,16,4,5,NULL,2025-12-16,15:00-16:00
216,offsale,Dish of the Day Bundle,Collect a serving of the Dish of the Day for only £1,0,2.35,1,6,NULL,2025-12-16,15:00-16:00
217,onsale,Cooked Breakfast Bundle,"Collect various breakfast foods including sausages, hash browns, and bacon.",2,15,5,7,NULL,2025-12-16,18:00-19:00
218,offsale,Brownie Bundle,Collect 4 delicious chocolate brownie slices.,0,16,8,8,NULL,2025-12-16,18:00-19:00
219,onsale,Pasties & Pies,A delicious assortment of freshly-baked pasties and pies.,3,16,8,9,NULL,2025-12-16,18:00-19:00
220,offsale,Sandwiches & Baguettes,A delicious assortment of freshly-made sandwiches and baguettes,0,13,6.5,10,NULL,2025-12-16,18:00-19:00
221,onsale,Meal Deal Bundle,Collect a freshly-made sandwich along with a snack and a soft drink.,2,5,2.5,11,NULL,2026-01-16,15:00-16:00
222,offsale,Hot Food Bundle,Collect a delicious assortment of hot food including pizzas and burgers,0,30,10,12,NULL,2026-01-16,15:00-16:00
223,onsale,Hot Food Bundle,Collect a delicious assortment of hot food including pizzas and burgers,3,30,10,13,NULL,2026-01-16,15:00-16:00
224,offsale,Sandwiches & Baguettes,A delicious assortment of freshly-made sandwiches and baguettes,0,12,6,14,NULL,2026-01-16,15:00-16:00
225,onsale,Cake Bundle,Slices of delicious cake that are too delicious to waste.,2,16,4,15,NULL,2026-01-16,15:00-16:00
226,offsale,Groceries Bundle,"A delicious selection of fresh fruit, vegetables, bakery produce, and meat.",0,15,7.5,16,NULL,2026-01-16,14:00-15:00
227,onsale,Groceries Bundle,"A delicious selection of fresh fruit, vegetables, bakery produce, and meat.",3,15,7.5,17,NULL,2026-01-16,15:00-16:00
228,offsale,Groceries Bundle,"A delicious selection of fresh fruit, vegetables, bakery produce, and meat.",0,15,7.5,18,NULL,2026-01-16,15:00-16:00
229,onsale,Groceries Bundle,"A delicious selection of fresh fruit, vegetables, bakery produce, and meat.",2,15,7.5,19,NULL,2026-01-16,15:00-16:00
230,offsale,Groceries Bundle,"A delicious selection of fresh fruit, vegetables, bakery produce, and meat.",0,15,7.5,20,NULL,2026-01-16,15:00-16:00
231,onsale,Breakfast Bundle,A delicious selection of croissants and pan au chocolats.,3,12,6,21,NULL,2026-01-16,15:00-16:00
232,offsale,Sushi Bundle,A delicious selection of freshly-made sushi.,0,18,9,22,NULL,2026-01-16,15:00-16:00
233,onsale,Lunch Bundle,"Collect a freshly-made sandwich, a panini, and a baguette.",2,9,3,23,NULL,2026-01-16,15:00-16:00
234,offsale,Cake Bundle,Slices of delicious cake that are too delicious to waste.,0,12,4,24,NULL,2026-01-16,15:00-16:00
235,onsale,Breakfast Bundle,A delicious selection of croissants and pan au chocolats.,3,12,6,25,NULL,2026-01-16,15:00-16:00
236,offsale,Breakfast Bundle,A delicious selection of croissants and pan au chocolats.,0,12,6,26,NULL,2026-01-16,18:00-19:00
237,onsale,Groceries Bundle,"A delicious selection of fresh fruit, vegetables, bakery produce, and meat.",2,16,4,27,NULL,2026-01-16,18:00-19:00
238,offsale,Groceries Bundle,"A delicious selection of fresh fruit, vegetables, bakery produce, and meat.",0,18,6,28,NULL,2026-01-16,18:00-19:00
239,onsale,Groceries Bundle,"A delicious selection of fresh fruit, vegetables, bakery produce, and meat.",3,12,4,29,NULL,2026-01-16,18:00-19:00
240,offsale,Groceries Bundle,"A delicious selection of fresh fruit, vegetables, bakery produce, and meat.",0,12,4,30,NULL,2026-01-16,18:00-19:00
241,onsale,Cake Bundle,Slices of delicious cake that are too delicious to waste.,2,16,4,1,NULL,2026-01-16,15:00-16:00
242,offsale,Wrap Bundle,Collect three freshly made wraps made for you by Comida.,0,36,9,2,NULL,2026-01-16,15:00-16:00
243,onsale,Cake Bundle,Slices of delicious cake that are too delicious to waste.,3,16,4,3,NULL,2026-01-16,15:00-16:00
244,offsale,Cake Bundle,Slices of delicious cake that are too delicious to waste.,0,16,4,4,NULL,2026-01-16,15:00-16:00
245,onsale,Cake Bundle,Slices of delicious cake that are too delicious to waste.,2,16,4,5,NULL,2026-01-16,15:00-16:00
246,offsale,Dish of the Day Bundle,Collect a serving of the Dish of the Day for only £1,0,2.35,1,6,NULL,2026-01-16,15:00-16:00
247,onsale,Cooked Breakfast Bundle,"Collect various breakfast foods including sausages, hash browns, and bacon.",3,15,5,7,NULL,2026-01-16,18:00-19:00
248,offsale,Brownie Bundle,Collect 4 delicious chocolate brownie slices.,0,16,8,8,NULL,2026-01-16,18:00-19:00
249,onsale,Pasties & Pies,A delicious assortment of freshly-baked pasties and pies.,2,16,8,9,NULL,2026-01-16,18:00-19:00
250,offsale,Sandwiches & Baguettes,A delicious assortment of freshly-made sandwiches and baguettes,0,13,6.5,10,NULL,2026-01-16,18:00-19:00
251,onsale,Meal Deal Bundle,Collect a freshly-made sandwich along with a snack and a soft drink.,3,5,2.5,11,NULL,2026-02-16,15:00-16:00
252,offsale,Hot Food Bundle,Collect a delicious assortment of hot food including pizzas and burgers,0,30,10,12,NULL,2026-02-16,15:00-16:00
253,onsale,Hot Food Bundle,Collect a delicious assortment of hot food including pizzas and burgers,2,30,10,13,NULL,2026-02-16,15:00-16:00
254,offsale,Sandwiches & Baguettes,A delicious assortment of freshly-made sandwiches and baguettes,0,12,6,14,NULL,2026-02-16,15:00-16:00
255,onsale,Cake Bundle,Slices of delicious cake that are too delicious to waste.,3,16,4,15,NULL,2026-02-16,15:00-16:00
256,offsale,Groceries Bundle,"A delicious selection of fresh fruit, vegetables, bakery produce, and meat.",0,15,7.5,16,NULL,2026-02-16,14:00-15:00
257,onsale,Groceries Bundle,"A delicious selection of fresh fruit, vegetables, bakery produce, and meat.",2,15,7.5,17,NULL,2026-02-16,15:00-16:00
258,offsale,Groceries Bundle,"A delicious selection of fresh fruit, vegetables, bakery produce, and meat.",0,15,7.5,18,NULL,2026-02-16,15:00-16:00
259,onsale,Groceries Bundle,"A delicious selection of fresh fruit, vegetables, bakery produce, and meat.",3,15,7.5,19,NULL,2026-02-16,15:00-16:00
260,offsale,Groceries Bundle,"A delicious selection of fresh fruit, vegetables, bakery produce, and meat.",0,15,7.5,20,NULL,2026-02-16,15:00-16:00
261,onsale,Breakfast Bundle,A delicious selection of croissants and pan au chocolats.,2,12,6,21,NULL,2026-02-16,15:00-16:00
262,offsale,Sushi Bundle,A delicious selection of freshly-made sushi.,0,18,9,22,NULL,2026-02-16,15:00-16:00
263,onsale,Lunch Bundle,"Collect a freshly-made sandwich, a panini, and a baguette.",3,9,3,23,NULL,2026-02-16,15:00-16:00
264,offsale,Cake Bundle,Slices of delicious cake that are too delicious to waste.,0,12,4,24,NULL,2026-02-16,15:00-16:00
265,onsale,Breakfast Bundle,A delicious selection of croissants and pan au chocolats.,2,12,6,25,NULL,2026-02-16,15:00-16:00
266,offsale,Breakfast Bundle,A delicious selection of croissants and pan au chocolats.,0,12,6,26,NULL,2026-02-16,18:00-19:00
267,onsale,Groceries Bundle,"A delicious selection of fresh fruit, vegetables, bakery produce, and meat.",3,16,4,27,NULL,2026-02-16,18:00-19:00
268,offsale,Groceries Bundle,"A delicious selection of fresh fruit, vegetables, bakery produce, and meat.",0,18,6,28,NULL,2026-02-16,18:00-19:00
269,onsale,Groceries Bundle,"A delicious selection of fresh fruit, vegetables, bakery produce, and meat.",2,12,4,29,NULL,2026-02-16,18:00-19:00
270,offsale,Groceries Bundle,"A delicious selection of fresh fruit, vegetables, bakery produce, and meat.",0,12,4,30,NULL,2026-02-16,18:00-19:00
271,onsale,Cake Bundle,Slices of delicious cake that are too delicious to waste.,3,16,4,1,NULL,2026-02-16,15:00-16:00
272,offsale,Wrap Bundle,Collect three freshly made wraps made for you by Comida.,0,36,9,2,NULL,2026-02-16,15:00-16:00
273,onsale,Cake Bundle,Slices of delicious cake that are too delicious to waste.,2,16,4,3,NULL,2026-02-16,15:00-16:00
274,offsale,Cake Bundle,Slices of delicious cake that are too delicious to waste.,0,16,4,4,NULL,2026-02-16,15:00-16:00
275,onsale,Cake Bundle,Slices of delicious cake that are too delicious to waste.,3,16,4,5,NULL,2026-02-16,15:00-16:00
276,offsale,Dish of the Day Bundle,Collect a serving of the Dish of the Day for only £1,0,2.35,1,6,NULL,2026-02-16,15:00-16:00
277,onsale,Cooked Breakfast Bundle,"Collect various breakfast foods including sausages, hash browns, and bacon.",2,15,5,7,NULL,2026-02-16,18:00-19:00
278,offsale,Brownie Bundle,Collect 4 delicious chocolate brownie slices.,0,16,8,8,NULL,2026-02-16,18:00-19:00
279,onsale,Pasties & Pies,A delicious assortment of freshly-baked pasties and pies.,3,16,8,9,NULL,2026-02-16,18:00-19:00
280,offsale,Sandwiches & Baguettes,A delicious assortment of freshly-made sandwiches and baguettes,0,13,6.5,10,NULL,2026-02-16,18:00-19:00
281,onsale,Meal Deal Bundle,Collect a freshly-made sandwich along with a snack and a soft drink.,2,5,2.5,11,NULL,2026-03-16,15:00-16:00
282,offsale,Hot Food Bundle,Collect a delicious assortment of hot food including pizzas and burgers,0,30,10,12,NULL,2026-03-16,15:00-16:00
283,onsale,Hot Food Bundle,Collect a delicious assortment of hot food including pizzas and burgers,3,30,10,13,NULL,2026-03-16,15:00-16:00
284,offsale,Sandwiches & Baguettes,A delicious assortment of freshly-made sandwiches and baguettes,0,12,6,14,NULL,2026-03-16,15:00-16:00
285,onsale,Cake Bundle,Slices of delicious cake that are too delicious to waste.,2,16,4,15,NULL,2026-03-16,15:00-16:00
286,offsale,Groceries Bundle,"A delicious selection of fresh fruit, vegetables, bakery produce, and meat.",0,15,7.5,16,NULL,2026-03-16,14:00-15:00
287,onsale,Groceries Bundle,"A delicious selection of fresh fruit, vegetables, bakery produce, and meat.",3,15,7.5,17,NULL,2026-03-16,15:00-16:00
288,offsale,Groceries Bundle,"A delicious selection of fresh fruit, vegetables, bakery produce, and meat.",0,15,7.5,18,NULL,2026-03-16,15:00-16:00
289,onsale,Groceries Bundle,"A delicious selection of fresh fruit, vegetables, bakery produce, and meat.",2,15,7.5,19,NULL,2026-03-16,15:00-16:00
290,offsale,Groceries Bundle,"A delicious selection of fresh fruit, vegetables, bakery produce, and meat.",0,15,7.5,20,NULL,2026-03-16,15:00-16:00
291,onsale,Breakfast Bundle,A delicious selection of croissants and pan au chocolats.,3,12,6,21,NULL,2026-03-16,15:00-16:00
292,offsale,Sushi Bundle,A delicious selection of freshly-made sushi.,0,18,9,22,NULL,2026-03-16,15:00-16:00
293,onsale,Lunch Bundle,"Collect a freshly-made sandwich, a panini, and a baguette.",2,9,3,23,NULL,2026-03-16,15:00-16:00
294,offsale,Cake Bundle,Slices of delicious cake that are too delicious to waste.,0,12,4,24,NULL,2026-03-16,15:00-16:00
295,onsale,Breakfast Bundle,A delicious selection of croissants and pan au chocolats.,3,12,6,25,NULL,2026-03-16,15:00-16:00
296,offsale,Breakfast Bundle,A delicious selection of croissants and pan au chocolats.,0,12,6,26,NULL,2026-03-16,18:00-19:00
297,onsale,Groceries Bundle,"A delicious selection of fresh fruit, vegetables, bakery produce, and meat.",2,16,4,27,NULL,2026-03-16,18:00-19:00
298,offsale,Groceries Bundle,"A delicious selection of fresh fruit, vegetables, bakery produce, and meat.",0,18,6,28,NULL,2026-03-16,18:00-19:00
299,onsale,Groceries Bundle,"A delicious selection of fresh fruit, vegetables, bakery produce, and meat.",3,12,4,29,NULL,2026-03-16,18:00-19:00
300,offsale,Groceries Bundle,"A delicious selection of fresh fruit, vegetables, bakery produce, and meat.",0,12,4,30,NULL,2026-03-16,18:00-19:00
301,onsale,Cake Bundle,Slices of delicious cake that are too delicious to waste.,2,16,4,1,NULL,2026-03-16,15:00-16:00
302,offsale,Wrap Bundle,Collect three freshly made wraps made for you by Comida.,0,36,9,2,NULL,2026-03-16,15:00-16:00
303,onsale,Cake Bundle,Slices of delicious cake that are too delicious to waste.,3,16,4,3,NULL,2026-03-16,15:00-16:00
304,offsale,Cake Bundle,Slices of delicious cake that are too delicious to waste.,0,16,4,4,NULL,2026-03-16,15:00-16:00
305,onsale,Cake Bundle,Slices of delicious cake that are too delicious to waste.,2,16,4,5,NULL,2026-03-16,15:00-16:00
306,offsale,Dish of the Day Bundle,Collect a serving of the Dish of the Day for only £1,0,2.35,1,6,NULL,2026-03-16,15:00-16:00
307,onsale,Cooked Breakfast Bundle,"Collect various breakfast foods including sausages, hash browns, and bacon.",3,15,5,7,NULL,2026-03-16,18:00-19:00
308,offsale,Brownie Bundle,Collect 4 delicious chocolate brownie slices.,0,16,8,8,NULL,2026-03-16,18:00-19:00
309,onsale,Pasties & Pies,A delicious assortment of freshly-baked pasties and pies.,2,16,8,9,NULL,2026-03-16,18:00-19:00
310,offsale,Sandwiches & Baguettes,A delicious assortment of freshly-made sandwiches and baguettes,0,13,6.5,10,NULL,2026-03-16,18:00-19:00
311,onsale,Meal Deal Bundle,Collect a freshly-made sandwich along with a snack and a soft drink.,3,5,2.5,11,NULL,2026-04-16,15:00-16:00
312,offsale,Hot Food Bundle,Collect a delicious assortment of hot food including pizzas and burgers,0,30,10,12,NULL,2026-04-16,15:00-16:00
313,onsale,Hot Food Bundle,Collect a delicious assortment of hot food including pizzas and burgers,2,30,10,13,NULL,2026-04-16,15:00-16:00
314,offsale,Sandwiches & Baguettes,A delicious assortment of freshly-made sandwiches and baguettes,0,12,6,14,NULL,2026-04-16,15:00-16:00
315,onsale,Cake Bundle,Slices of delicious cake that are too delicious to waste.,3,16,4,15,NULL,2026-04-16,15:00-16:00
316,offsale,Groceries Bundle,"A delicious selection of fresh fruit, vegetables, bakery produce, and meat.",0,15,7.5,16,NULL,2026-04-16,14:00-15:00
317,onsale,Groceries Bundle,"A delicious selection of fresh fruit, vegetables, bakery produce, and meat.",2,15,7.5,17,NULL,2026-04-16,15:00-16:00
318,offsale,Groceries Bundle,"A delicious selection of fresh fruit, vegetables, bakery produce, and meat.",0,15,7.5,18,NULL,2026-04-16,15:00-16:00
319,onsale,Groceries Bundle,"A delicious selection of fresh fruit, vegetables, bakery produce, and meat.",3,15,7.5,19,NULL,2026-04-16,15:00-16:00
320,offsale,Groceries Bundle,"A delicious selection of fresh fruit, vegetables, bakery produce, and meat.",0,15,7.5,20,NULL,2026-04-16,15:00-16:00
321,onsale,Breakfast Bundle,A delicious selection of croissants and pan au chocolats.,2,12,6,21,NULL,2026-04-16,15:00-16:00
322,offsale,Sushi Bundle,A delicious selection of freshly-made sushi.,0,18,9,22,NULL,2026-04-16,15:00-16:00
323,onsale,Lunch Bundle,"Collect a freshly-made sandwich, a panini, and a baguette.",3,9,3,23,NULL,2026-04-16,15:00-16:00
324,offsale,Cake Bundle,Slices of delicious cake that are too delicious to waste.,0,12,4,24,NULL,2026-04-16,15:00-16:00
325,onsale,Breakfast Bundle,A delicious selection of croissants and pan au chocolats.,2,12,6,25,NULL,2026-04-16,15:00-16:00
326,offsale,Breakfast Bundle,A delicious selection of croissants and pan au chocolats.,0,12,6,26,NULL,2026-04-16,18:00-19:00
327,onsale,Groceries Bundle,"A delicious selection of fresh fruit, vegetables, bakery produce, and meat.",3,16,4,27,NULL,2026-04-16,18:00-19:00
328,offsale,Groceries Bundle,"A delicious selection of fresh fruit, vegetables, bakery produce, and meat.",0,18,6,28,NULL,2026-04-16,18:00-19:00
329,onsale,Groceries Bundle,"A delicious selection of fresh fruit, vegetables, bakery produce, and meat.",2,12,4,29,NULL,2026-04-16,18:00-19:00
330,offsale,Groceries Bundle,"A delicious selection of fresh fruit, vegetables, bakery produce, and meat.",0,12,4,30,NULL,2026-04-16,18:00-19:00
331,onsale,Cake Bundle,Slices of delicious cake that are too delicious to waste.,3,16,4,1,NULL,2026-04-16,15:00-16:00
332,offsale,Wrap Bundle,Collect three freshly made wraps made for you by Comida.,0,36,9,2,NULL,2026-04-16,15:00-16:00
333,onsale,Cake Bundle,Slices of delicious cake that are too delicious to waste.,2,16,4,3,NULL,2026-04-16,15:00-16:00
334,offsale,Cake Bundle,Slices of delicious cake that are too delicious to waste.,0,16,4,4,NULL,2026-04-16,15:00-16:00
335,onsale,Cake Bundle,Slices of delicious cake that are too delicious to waste.,3,16,4,5,NULL,2026-04-16,15:00-16:00
336,offsale,Dish of the Day Bundle,Collect a serving of the Dish of the Day for only £1,0,2.35,1,6,NULL,2026-04-16,15:00-16:00
337,onsale,Cooked Breakfast Bundle,"Collect various breakfast foods including sausages, hash browns, and bacon.",2,15,5,7,NULL,2026-04-16,18:00-19:00
338,offsale,Brownie Bundle,Collect 4 delicious chocolate brownie slices.,0,16,8,8,NULL,2026-04-16,18:00-19:00
339,onsale,Pasties & Pies,A delicious assortment of freshly-baked pasties and pies.,3,16,8,9,NULL,2026-04-16,18:00-19:00
340,offsale,Sandwiches & Baguettes,A delicious assortment of freshly-made sandwiches and baguettes,0,13,6.5,10,NULL,2026-04-16,18:00-19:00
341,onsale,Meal Deal Bundle,Collect a freshly-made sandwich along with a snack and a soft drink.,2,5,2.5,11,NULL,2026-05-16,15:00-16:00
342,offsale,Hot Food Bundle,Collect a delicious assortment of hot food including pizzas and burgers,0,30,10,12,NULL,2026-05-16,15:00-16:00
343,onsale,Hot Food Bundle,Collect a delicious assortment of hot food including pizzas and burgers,3,30,10,13,NULL,2026-05-16,15:00-16:00
344,offsale,Sandwiches & Baguettes,A delicious assortment of freshly-made sandwiches and baguettes,0,12,6,14,NULL,2026-05-16,15:00-16:00
345,onsale,Cake Bundle,Slices of delicious cake that are too delicious to waste.,2,16,4,15,NULL,2026-05-16,15:00-16:00
346,offsale,Groceries Bundle,"A delicious selection of fresh fruit, vegetables, bakery produce, and meat.",0,15,7.5,16,NULL,2026-05-16,14:00-15:00
347,onsale,Groceries Bundle,"A delicious selection of fresh fruit, vegetables, bakery produce, and meat.",3,15,7.5,17,NULL,2026-05-16,15:00-16:00
348,offsale,Groceries Bundle,"A delicious selection of fresh fruit, vegetables, bakery produce, and meat.",0,15,7.5,18,NULL,2026-05-16,15:00-16:00
349,onsale,Groceries Bundle,"A delicious selection of fresh fruit, vegetables, bakery produce, and meat.",2,15,7.5,19,NULL,2026-05-16,15:00-16:00
350,offsale,Groceries Bundle,"A delicious selection of fresh fruit, vegetables, bakery produce, and meat.",0,15,7.5,20,NULL,2026-05-16,15:00-16:00
351,onsale,Breakfast Bundle,A delicious selection of croissants and pan au chocolats.,3,12,6,21,NULL,2026-05-16,15:00-16:00
352,offsale,Sushi Bundle,A delicious selection of freshly-made sushi.,0,18,9,22,NULL,2026-05-16,15:00-16:00
353,onsale,Lunch Bundle,"Collect a freshly-made sandwich, a panini, and a baguette.",2,9,3,23,NULL,2026-05-16,15:00-16:00
354,offsale,Cake Bundle,Slices of delicious cake that are too delicious to waste.,0,12,4,24,NULL,2026-05-16,15:00-16:00
355,onsale,Breakfast Bundle,A delicious selection of croissants and pan au chocolats.,3,12,6,25,NULL,2026-05-16,15:00-16:00
356,offsale,Breakfast Bundle,A delicious selection of croissants and pan au chocolats.,0,12,6,26,NULL,2026-05-16,18:00-19:00
357,onsale,Groceries Bundle,"A delicious selection of fresh fruit, vegetables, bakery produce, and meat.",2,16,4,27,NULL,2026-05-16,18:00-19:00
358,offsale,Groceries Bundle,"A delicious selection of fresh fruit, vegetables, bakery produce, and meat.",0,18,6,28,NULL,2026-05-16,18:00-19:00
359,onsale,Groceries Bundle,"A delicious selection of fresh fruit, vegetables, bakery produce, and meat.",3,12,4,29,NULL,2026-05-16,18:00-19:00
360,offsale,Groceries Bundle,"A delicious selection of fresh fruit, vegetables, bakery produce, and meat.",0,12,4,30,NULL,2026-05-16,18:00-19:00
361,onsale,Cake Bundle,Slices of delicious cake that are too delicious to waste.,2,16,4,1,NULL,2026-05-16,15:00-16:00
362,offsale,Wrap Bundle,Collect three freshly made wraps made for you by Comida.,0,36,9,2,NULL,2026-05-16,15:00-16:00
363,onsale,Cake Bundle,Slices of delicious cake that are too delicious to waste.,3,16,4,3,NULL,2026-05-16,15:00-16:00
364,offsale,Cake Bundle,Slices of delicious cake that are too delicious to waste.,0,16,4,4,NULL,2026-05-16,15:00-16:00
365,onsale,Cake Bundle,Slices of delicious cake that are too delicious to waste.,2,16,4,5,NULL,2026-05-16,15:00-16:00
366,offsale,Dish of the Day Bundle,Collect a serving of the Dish of the Day for only £1,0,2.35,1,6,NULL,2026-05-16,15:00-16:00
367,onsale,Cooked Breakfast Bundle,"Collect various breakfast foods including sausages, hash browns, and bacon.",3,15,5,7,NULL,2026-05-16,18:00-19:00
368,offsale,Brownie Bundle,Collect 4 delicious chocolate brownie slices.,0,16,8,8,NULL,2026-05-16,18:00-19:00
369,onsale,Pasties & Pies,A delicious assortment of freshly-baked pasties and pies.,2,16,8,9,NULL,2026-05-16,18:00-19:00
370,offsale,Sandwiches & Baguettes,A delicious assortment of freshly-made sandwiches and baguettes,0,13,6.5,10,NULL,2026-05-16,18:00-19:00
371,onsale,Meal Deal Bundle,Collect a freshly-made sandwich along with a snack and a soft drink.,3,5,2.5,11,NULL,2026-06-16,15:00-16:00
372,offsale,Hot Food Bundle,Collect a delicious assortment of hot food including pizzas and burgers,0,30,10,12,NULL,2026-06-16,15:00-16:00
373,onsale,Hot Food Bundle,Collect a delicious assortment of hot food including pizzas and burgers,2,30,10,13,NULL,2026-06-16,15:00-16:00
374,offsale,Sandwiches & Baguettes,A delicious assortment of freshly-made sandwiches and baguettes,0,12,6,14,NULL,2026-06-16,15:00-16:00
375,onsale,Cake Bundle,Slices of delicious cake that are too delicious to waste.,3,16,4,15,NULL,2026-06-16,15:00-16:00
376,offsale,Groceries Bundle,"A delicious selection of fresh fruit, vegetables, bakery produce, and meat.",0,15,7.5,16,NULL,2026-06-16,14:00-15:00
377,onsale,Groceries Bundle,"A delicious selection of fresh fruit, vegetables, bakery produce, and meat.",2,15,7.5,17,NULL,2026-06-16,15:00-16:00
378,offsale,Groceries Bundle,"A delicious selection of fresh fruit, vegetables, bakery produce, and meat.",0,15,7.5,18,NULL,2026-06-16,15:00-16:00
379,onsale,Groceries Bundle,"A delicious selection of fresh fruit, vegetables, bakery produce, and meat.",3,15,7.5,19,NULL,2026-06-16,15:00-16:00
380,offsale,Groceries Bundle,"A delicious selection of fresh fruit, vegetables, bakery produce, and meat.",0,15,7.5,20,NULL,2026-06-16,15:00-16:00
381,onsale,Breakfast Bundle,A delicious selection of croissants and pan au chocolats.,2,12,6,21,NULL,2026-06-16,15:00-16:00
382,offsale,Sushi Bundle,A delicious selection of freshly-made sushi.,0,18,9,22,NULL,2026-06-16,15:00-16:00
383,onsale,Lunch Bundle,"Collect a freshly-made sandwich, a panini, and a baguette.",3,9,3,23,NULL,2026-06-16,15:00-16:00
384,offsale,Cake Bundle,Slices of delicious cake that are too delicious to waste.,0,12,4,24,NULL,2026-06-16,15:00-16:00
385,onsale,Breakfast Bundle,A delicious selection of croissants and pan au chocolats.,2,12,6,25,NULL,2026-06-16,15:00-16:00
386,offsale,Breakfast Bundle,A delicious selection of croissants and pan au chocolats.,0,12,6,26,NULL,2026-06-16,18:00-19:00
387,onsale,Groceries Bundle,"A delicious selection of fresh fruit, vegetables, bakery produce, and meat.",3,16,4,27,NULL,2026-06-16,18:00-19:00
388,offsale,Groceries Bundle,"A delicious selection of fresh fruit, vegetables, bakery produce, and meat.",0,18,6,28,NULL,2026-06-16,18:00-19:00
389,onsale,Groceries Bundle,"A delicious selection of fresh fruit, vegetables, bakery produce, and meat.",2,12,4,29,NULL,2026-06-16,18:00-19:00
390,offsale,Groceries Bundle,"A delicious selection of fresh fruit, vegetables, bakery produce, and meat.",0,12,4,30,NULL,2026-06-16,18:00-19:00
391,onsale,Cake Bundle,Slices of delicious cake that are too delicious to waste.,3,16,4,1,NULL,2026-06-16,15:00-16:00
392,offsale,Wrap Bundle,Collect three freshly made wraps made for you by Comida.,0,36,9,2,NULL,2026-06-16,15:00-16:00
393,onsale,Cake Bundle,Slices of delicious cake that are too delicious to waste.,2,16,4,3,NULL,2026-06-16,15:00-16:00
394,offsale,Cake Bundle,Slices of delicious cake that are too delicious to waste.,0,16,4,4,NULL,2026-06-16,15:00-16:00
395,onsale,Cake Bundle,Slices of delicious cake that are too delicious to waste.,3,16,4,5,NULL,2026-06-16,15:00-16:00
396,offsale,Dish of the Day Bundle,Collect a serving of the Dish of the Day for only £1,0,2.35,1,6,NULL,2026-06-16,15:00-16:00
397,onsale,Cooked Breakfast Bundle,"Collect various breakfast foods including sausages, hash browns, and bacon.",2,15,5,7,NULL,2026-06-16,18:00-19:00
398,offsale,Brownie Bundle,Collect 4 delicious chocolate brownie slices.,0,16,8,8,NULL,2026-06-16,18:00-19:00
399,onsale,Pasties & Pies,A delicious assortment of freshly-baked pasties and pies.,3,16,8,9,NULL,2026-06-16,18:00-19:00
400,offsale,Sandwiches & Baguettes,A delicious assortment of freshly-made sandwiches and baguettes,0,13,6.5,10,NULL,2026-06-16,18:00-19:00
